production_signal_id,network_account_id,signal_channel_code,external_signal_id,signal_text,observed_at,acknowledgement_count,propagation_count,response_count,observation_count,sentiment_score,urgency_score,detected_part_ids,momentum_code,processed_at,created_at
2276,20,quality_bulletin,ext_threads_00002276,Recommended Quantum Plastics Group Industrial-Grade Enclosure Shell to a production planner today because avoidable downtime is the risk,2026-03-06T21:44:57Z,306,34,34,12713,0.443,,,stable,,2026-06-29T21:44:57Z
2277,302,market_feed,ext_youtube_00002277,Maintenance teams need better spare-part outreach after recent unplanned downtime,2026-03-05T21:44:57Z,144,24,22,19874,0.337,,,stable,,2026-06-29T21:44:57Z
2278,413,quality_bulletin,ext_threads_00002278,Morning S&OP review featuring Line Utilization Beacon. Pacific Sensor Systems needs pre-positioned production capacity,2026-03-04T21:44:57Z,777,36,31,11167,0.924,,,stable,,2026-06-29T21:44:57Z
2279,,quality_bulletin,ext_threads_00002279,Added Temperature Sensor Node to the high-priority build plan. Thank you Pacific Sensor Systems for closing the gap,2026-03-03T21:44:57Z,8537,1629,796,45353,0.411,,,elevated,,2026-06-29T21:44:57Z
2280,116,plant_floor,ext_instagram_00002280,Line supervisors are asking for High-Precision Drill Fixture through NordicTool Works; demand is clearly rising,2026-03-02T21:44:57Z,43225,11740,3558,944417,0.859,,,escalating,,2026-06-29T21:44:57Z
2281,369,plant_floor,ext_instagram_00002281,Production planners are flagging Power Regulation Board from CircuitForge Electronics as a bottleneck this week,2026-03-01T21:44:57Z,546,56,38,19988,0.373,,,stable,,2026-06-29T21:44:57Z
2282,129,market_feed,ext_youtube_00002282,Line supervisors need earlier visibility into production slot availability,2026-02-28T21:44:57Z,771,86,35,1333,0.689,,,stable,,2026-06-29T21:44:57Z
2283,103,supplier_portal,ext_twitter_00002283,Plant dispatch note - Titan Parts Network Field Service Spare Parts Pack is the part every line wants scheduled right now,2026-02-27T21:44:57Z,45,38,45,9441,0.359,,,stable,,2026-06-29T21:44:57Z
2284,175,quality_bulletin,ext_threads_00002284,Condition-monitoring follow-up: demand for Field Service Spare Parts Pack is up and Titan Parts Network needs more capacity slots,2026-02-26T21:44:57Z,311,68,8,16940,0.362,,,stable,,2026-06-29T21:44:57Z
2285,122,partner_operations,ext_tiktok_00002285,"Two-week review of GreenPack Materials Recyclable Protective Packaging Insert: strong yield, but capacity planning matters",2026-02-25T21:44:57Z,700,11,9,428,0.408,,,stable,,2026-06-29T21:44:57Z
2286,360,partner_operations,ext_tiktok_00002286,Maintenance teams keep asking where to find Modular CNC Workholding Kit. NordicTool Works is showing up in every shortage thread,2026-02-24T21:44:57Z,119,59,23,15763,0.225,,,stable,,2026-06-29T21:44:57Z
2287,126,plant_floor,ext_instagram_00002287,Operations huddle: prioritize Apex Automation Systems Servo Drive Controller AX-400 before the weekend production surge,2026-02-23T21:44:57Z,5822,1429,383,182677,0.419,,,elevated,,2026-06-29T21:44:57Z
2288,207,partner_operations,ext_tiktok_00002288,Supplier quality screening is surfacing new need for Recyclable Protective Packaging Insert from GreenPack Materials,2026-02-22T21:44:57Z,751,55,34,1669,0.401,,,stable,,2026-06-29T21:44:57Z
2289,361,supplier_portal,ext_twitter_00002289,"If your plants need End-of-Arm Tooling Adapter, check RoboFlex Assembly availability early; slots are moving fast",2026-02-21T21:44:57Z,17269,9295,7148,685474,0.645,,,escalating,,2026-06-29T21:44:57Z
2290,364,plant_floor,ext_instagram_00002290,Day 30 with the Line Changeover Gauge Set workflow and the operations team says NordicTool Works reduced manual expediting,2026-02-20T21:44:57Z,8569,1491,766,109185,0.506,,,elevated,,2026-06-29T21:44:57Z
2291,179,market_feed,ext_youtube_00002291,Bearing and seal kits are the top request in our maintenance channel this week,2026-02-19T21:44:57Z,117,70,49,8992,0.374,,,stable,,2026-06-29T21:44:57Z
2292,450,partner_operations,ext_tiktok_00002292,Line supervisors need earlier visibility into production slot availability,2026-02-18T21:44:57Z,8630,416,996,120524,0.172,,,elevated,,2026-06-29T21:44:57Z
2293,475,partner_operations,ext_tiktok_00002293,Remote monitoring alerts are helping the team catch downtime risk before a line stop,2026-02-17T21:44:57Z,766,69,32,18403,0.462,,,stable,,2026-06-29T21:44:57Z
2294,343,quality_bulletin,ext_threads_00002294,Added Industrial-Grade Enclosure Shell to the high-priority build plan. Thank you Quantum Plastics Group for closing the gap,2026-02-16T21:44:57Z,49,82,14,11339,0.55,,,stable,,2026-06-29T21:44:57Z
2295,264,plant_floor,ext_instagram_00002295,The plant is seeing increased demand for changeover tooling after schedule changes,2026-02-15T21:44:57Z,890,95,5,616,0.587,,,stable,,2026-06-29T21:44:57Z
2296,38,supplier_portal,ext_twitter_00002296,Production planners are flagging Torque Sensor Housing from MotorWorks Mobility as a bottleneck this week,2026-02-14T21:44:57Z,718,21,13,11578,0.609,,,stable,,2026-06-29T21:44:57Z
2297,127,partner_operations,ext_tiktok_00002297,Supplier update: High-Precision Drill Fixture capacity at NordicTool Works is getting tight after a spike in work orders,2026-02-13T21:44:57Z,36252,10968,3936,757643,0.468,,,escalating,,2026-06-29T21:44:57Z
2298,340,partner_operations,ext_tiktok_00002298,Plant dispatch note - Summit Industrial Supply Bearing and Seal Maintenance Kit is the part every line wants scheduled right now,2026-02-12T21:44:57Z,732,12,46,8414,0.353,,,stable,,2026-06-29T21:44:57Z
2299,25,quality_bulletin,ext_threads_00002299,Condition-monitoring follow-up: demand for Ruggedized Edge Compute Module is up and CircuitForge Electronics needs more capacity slots,2026-02-11T21:44:57Z,331905,67992,38760,11899692,0.48,,,critical,,2026-06-29T21:44:57Z
2300,284,plant_floor,ext_instagram_00002300,"Two-week review of RoboFlex Assembly Vision Inspection Station: strong yield, but capacity planning matters",2026-02-10T21:44:57Z,2718,343,890,110830,0.627,,,elevated,,2026-06-29T21:44:57Z
2301,,partner_operations,ext_tiktok_00002301,Maintenance teams keep asking where to find Vision Inspection Station. RoboFlex Assembly is showing up in every shortage thread,2026-02-09T21:44:57Z,999,72,48,14082,0.228,,,stable,,2026-06-29T21:44:57Z
2302,89,market_feed,ext_youtube_00002302,Operations huddle: prioritize Quantum Plastics Group Industrial-Grade Enclosure Shell before the weekend production surge,2026-02-08T21:44:57Z,3637,724,701,104938,0.669,,,elevated,,2026-06-29T21:44:57Z
2303,425,partner_operations,ext_tiktok_00002303,Remote monitoring alerts are helping the team catch downtime risk before a line stop,2026-02-07T21:44:57Z,996,95,32,19509,-0.067,,,stable,,2026-06-29T21:44:57Z
2304,391,supplier_portal,ext_twitter_00002304,"If your plants need Investment Cast Valve Body, check PrecisionCast Foundry availability early; slots are moving fast",2026-02-06T21:44:57Z,977,70,49,16582,0.671,,,stable,,2026-06-29T21:44:57Z
2305,89,market_feed,ext_youtube_00002305,The plant is seeing increased demand for changeover tooling after schedule changes,2026-02-05T21:44:57Z,870,59,16,17720,0.11,,,stable,,2026-06-29T21:44:57Z
2306,448,quality_bulletin,ext_threads_00002306,Quality engineers keep asking for inspection capacity before launch builds,2026-02-04T21:44:57Z,5295,1473,927,122219,-0.209,,,elevated,,2026-06-29T21:44:57Z
2307,420,partner_operations,ext_tiktok_00002307,"Thought Thermal Management Manifold demand would level off, but MotorWorks Mobility is still seeing urgent work orders",2026-02-03T21:44:57Z,261,55,24,19763,0.739,,,stable,,2026-06-29T21:44:57Z
2308,308,quality_bulletin,ext_threads_00002308,Production planners are coordinating work orders across fabrication cells today,2026-02-02T21:44:57Z,540,33,30,444,0.021,,,stable,,2026-06-29T21:44:57Z
2309,,quality_bulletin,ext_threads_00002309,Added Injection Molded Gear Housing to the high-priority build plan. Thank you Quantum Plastics Group for closing the gap,2026-02-01T21:44:57Z,997,44,15,8873,0.795,,,stable,,2026-06-29T21:44:57Z
2310,513,plant_floor,ext_instagram_00002310,Line supervisors are asking for Predictive Maintenance Sensor Pack through Apex Automation Systems; demand is clearly rising,2026-01-31T21:44:57Z,673,45,29,9438,0.464,,,stable,,2026-06-29T21:44:57Z
2311,23,supplier_portal,ext_twitter_00002311,Production planners are flagging Temperature Sensor Node from Pacific Sensor Systems as a bottleneck this week,2026-01-30T21:44:57Z,3981,1917,659,60339,0.353,,,elevated,,2026-06-29T21:44:57Z
2312,408,quality_bulletin,ext_threads_00002312,Supplier update: Collaborative Assembly Cell Slot capacity at RoboFlex Assembly is getting tight after a spike in work orders,2026-01-29T21:44:57Z,298,62,15,9350,0.866,,,stable,,2026-06-29T21:44:57Z
2313,314,plant_floor,ext_instagram_00002313,Remote monitoring alerts are helping the team catch downtime risk before a line stop,2026-01-28T21:44:57Z,729,15,7,5026,0.546,,,stable,,2026-06-29T21:44:57Z
2314,331,supplier_portal,ext_twitter_00002314,Condition-monitoring follow-up: demand for High-Precision Drill Fixture is up and NordicTool Works needs more capacity slots,2026-01-27T21:44:57Z,4816,1749,775,40823,0.397,,,elevated,,2026-06-29T21:44:57Z
2315,457,market_feed,ext_youtube_00002315,"Two-week review of Pacific Sensor Systems Line Utilization Beacon: strong yield, but capacity planning matters",2026-01-26T21:44:57Z,6331,540,172,91456,0.526,,,elevated,,2026-06-29T21:44:57Z
2316,405,partner_operations,ext_tiktok_00002316,Maintenance teams keep asking where to find Line Changeover Gauge Set. NordicTool Works is showing up in every shortage thread,2026-01-25T21:44:57Z,826,92,1,9324,0.81,,,stable,,2026-06-29T21:44:57Z
2317,33,supplier_portal,ext_twitter_00002317,Operations huddle: prioritize CircuitForge Electronics Ruggedized Edge Compute Module before the weekend production surge,2026-01-24T21:44:57Z,830,35,29,4465,0.781,,,stable,,2026-06-29T21:44:57Z
2318,171,plant_floor,ext_instagram_00002318,Supplier quality screening is surfacing new need for Robotic Palletizer Control Cabinet from Apex Automation Systems,2026-01-23T21:44:57Z,17681,8434,4019,356011,0.237,,,escalating,,2026-06-29T21:44:57Z
2319,22,partner_operations,ext_tiktok_00002319,"If your plants need Vibration Analytics Gateway, check Pacific Sensor Systems availability early; slots are moving fast",2026-01-22T21:44:57Z,730,91,2,4242,0.711,,,stable,,2026-06-29T21:44:57Z
2320,391,supplier_portal,ext_twitter_00002320,Day 30 with the Nickel Alloy Heat Shield workflow and the operations team says AlloyWorks Fabrication reduced manual expediting,2026-01-21T21:44:57Z,781,5,34,14108,0.876,,,stable,,2026-06-29T21:44:57Z
2321,466,supplier_portal,ext_twitter_00002321,Recommended Summit Industrial Supply Bearing and Seal Maintenance Kit to a production planner today because avoidable downtime is the risk,2026-01-20T21:44:57Z,452,77,46,1612,0.504,,,stable,,2026-06-29T21:44:57Z
2322,141,plant_floor,ext_instagram_00002322,Line supervisors need earlier visibility into production slot availability,2026-01-19T21:44:57Z,19502,13091,1593,322973,0.339,,,escalating,,2026-06-29T21:44:57Z
2323,105,quality_bulletin,ext_threads_00002323,Morning S&OP review featuring Torque Sensor Housing. MotorWorks Mobility needs pre-positioned production capacity,2026-01-18T21:44:57Z,168,82,25,17015,0.469,,,stable,,2026-06-29T21:44:57Z
2324,282,market_feed,ext_youtube_00002324,Added Returnable Dunnage Tray to the high-priority build plan. Thank you GreenPack Materials for closing the gap,2026-01-17T21:44:57Z,834,53,6,8847,0.916,,,stable,,2026-06-29T21:44:57Z
2325,475,partner_operations,ext_tiktok_00002325,The plant is seeing increased demand for changeover tooling after schedule changes,2026-01-16T21:44:57Z,733,10,13,10049,0.598,,,stable,,2026-06-29T21:44:57Z
2326,408,quality_bulletin,ext_threads_00002326,Production planners are flagging CNC Machined Pump Impeller from PrecisionCast Foundry as a bottleneck this week,2026-01-15T21:44:57Z,453,5,38,19389,0.232,,,stable,,2026-06-29T21:44:57Z
2327,357,market_feed,ext_youtube_00002327,Supplier update: CNC Machined Pump Impeller capacity at PrecisionCast Foundry is getting tight after a spike in work orders,2026-01-14T21:44:57Z,236,16,25,16853,0.882,,,stable,,2026-06-29T21:44:57Z
2328,322,market_feed,ext_youtube_00002328,Plant dispatch note - AlloyWorks Fabrication Nickel Alloy Heat Shield is the part every line wants scheduled right now,2026-01-13T21:44:57Z,773,27,19,3719,0.244,,,stable,,2026-06-29T21:44:57Z
2329,473,quality_bulletin,ext_threads_00002329,Condition-monitoring follow-up: demand for Returnable Dunnage Tray is up and GreenPack Materials needs more capacity slots,2026-01-12T21:44:57Z,394,15,20,10201,0.685,,,stable,,2026-06-29T21:44:57Z
2330,4,market_feed,ext_youtube_00002330,"Two-week review of Apex Automation Systems Servo Drive Controller AX-400: strong yield, but capacity planning matters",2026-01-11T21:44:57Z,895,29,41,18553,0.483,,,stable,,2026-06-29T21:44:57Z
2331,228,supplier_portal,ext_twitter_00002331,Bearing and seal kits are the top request in our maintenance channel this week,2026-01-10T21:44:57Z,2808,886,702,88781,0.657,,,elevated,,2026-06-29T21:44:57Z
2332,466,supplier_portal,ext_twitter_00002332,Line supervisors need earlier visibility into production slot availability,2026-01-09T21:44:57Z,9578,1179,878,142059,0.303,,,elevated,,2026-06-29T21:44:57Z
2333,314,plant_floor,ext_instagram_00002333,Supplier quality screening is surfacing new need for Thermal Management Manifold from MotorWorks Mobility,2026-01-08T21:44:57Z,9649,1005,689,98155,0.502,,,elevated,,2026-06-29T21:44:57Z
2334,308,quality_bulletin,ext_threads_00002334,"If your plants need Safety Stock Replenishment Bundle, check Summit Industrial Supply availability early; slots are moving fast",2026-01-07T21:44:57Z,15274,4565,7304,666325,0.454,,,escalating,,2026-06-29T21:44:57Z
2335,449,plant_floor,ext_instagram_00002335,Day 30 with the Ruggedized Edge Compute Module workflow and the operations team says CircuitForge Electronics reduced manual expediting,2026-01-06T21:44:57Z,150,43,36,8285,0.576,,,stable,,2026-06-29T21:44:57Z
2336,338,quality_bulletin,ext_threads_00002336,Recommended CircuitForge Electronics Industrial Gateway PCB Assembly to a production planner today because avoidable downtime is the risk,2026-01-05T21:44:57Z,490,34,5,13649,0.374,,,stable,,2026-06-29T21:44:57Z
2337,,supplier_portal,ext_twitter_00002337,"Thought Nickel Alloy Heat Shield demand would level off, but AlloyWorks Fabrication is still seeing urgent work orders",2026-01-04T21:44:57Z,7540,1342,461,134791,0.532,,,elevated,,2026-06-29T21:44:57Z
2338,83,supplier_portal,ext_twitter_00002338,Production planners are coordinating work orders across fabrication cells today,2026-01-03T21:44:57Z,10,82,14,16278,-0.17,,,stable,,2026-06-29T21:44:57Z
2339,201,plant_floor,ext_instagram_00002339,Supplier constraints are creating new handoffs to procurement and logistics partners,2026-01-02T21:44:57Z,948,18,46,15451,0.024,,,stable,,2026-06-29T21:44:57Z
2340,405,partner_operations,ext_tiktok_00002340,Line supervisors are asking for Modular CNC Workholding Kit through NordicTool Works; demand is clearly rising,2026-01-01T21:44:57Z,609,23,6,5330,0.649,,,stable,,2026-06-29T21:44:57Z
2341,125,quality_bulletin,ext_threads_00002341,Production planners are flagging Field Service Spare Parts Pack from Titan Parts Network as a bottleneck this week,2025-12-31T21:44:57Z,17746,5523,2062,350801,0.411,,,escalating,,2026-06-29T21:44:57Z
2342,519,partner_operations,ext_tiktok_00002342,Line supervisors need earlier visibility into production slot availability,2025-12-30T21:44:57Z,317,36,28,12248,0.732,,,stable,,2026-06-29T21:44:57Z
2343,288,quality_bulletin,ext_threads_00002343,Plant dispatch note - MotorWorks Mobility Torque Sensor Housing is the part every line wants scheduled right now,2025-12-29T21:44:57Z,768,60,31,5519,0.475,,,stable,,2026-06-29T21:44:57Z
2344,74,market_feed,ext_youtube_00002344,Condition-monitoring follow-up: demand for Predictive Maintenance Sensor Pack is up and Apex Automation Systems needs more capacity slots,2025-12-28T21:44:57Z,7135,1060,422,128835,0.256,,,elevated,,2026-06-29T21:44:57Z
2345,315,partner_operations,ext_tiktok_00002345,"Two-week review of Titan Parts Network Hydraulic Actuator Repair Kit: strong yield, but capacity planning matters",2025-12-27T21:44:57Z,604,58,43,10168,0.542,,,stable,,2026-06-29T21:44:57Z
